レコード番号,手配,納品先名,受注番号_行,商品コ－ド,才数,才数2,数量,才数計,計算,出荷日,納品日,出荷数計,運送便コード
78809,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228701_6,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/16,2026/1/16,2026/1/19,,1S
78810,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209421_2,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/13,2026/1/13,2026/1/14,,1S
78811,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209391_2,XYS-BWSSS12K9C2F,5.6,0,1,5.6,2026/1/13,2026/1/13,2026/1/14,,1S
78812,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209381_9,XYS-BWSSS12K9C2F,5.6,0,1,5.6,2026/1/13,2026/1/13,2026/1/14,,1S
78813,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209371_4,XYR-BWSS21K9C2F,9.1,0,1,9.1,2026/1/13,2026/1/13,2026/1/14,,1S
78814,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209342_1,XYR-BWSS18K9C2F,7.8,0,1,7.8,2026/1/13,2026/1/13,2026/1/14,,1S
78815,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209332_2,XYR-BWSS18K9C2F,7.8,0,1,7.8,2026/1/13,2026/1/13,2026/1/14,,1S
78816,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209322_7,XYR-BWSS18K9C2F,7.8,0,1,7.8,2026/1/13,2026/1/13,2026/1/14,,1S
78817,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209312_6,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78818,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209312_3,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78819,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209302_1,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78820,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209282_1,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78821,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V254391_3,Z2000PS,0,0,1,0,2026/1/23,2026/1/23,2026/1/26,,1S
78822,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252052_4,NANS-L1C-G2391,7.4,0,1,7.4,2026/1/23,2026/1/23,2026/1/26,,1S
78823,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250871_3,GT-W203T37N,6.9,0,2,13.8,2026/1/23,2026/1/23,2026/1/26,,1S
78824,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250782_3,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/23,2026/1/23,2026/1/26,,1S
78825,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250782_1,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/23,2026/1/23,2026/1/26,,1S
78826,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249611_3,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/23,2026/1/23,2026/1/26,,1S
78827,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249601_7,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/23,2026/1/23,2026/1/26,,1S
78828,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249581_7,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/23,2026/1/23,2026/1/26,,1S
78829,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209262_2,XYR-BWSS12K9C2F,5.2,0,1,5.2,2026/1/13,2026/1/13,2026/1/14,,1S
78830,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209102_2,NANS-L1C-G2E21,7.4,0,1,7.4,2026/1/13,2026/1/13,2026/1/14,,1S
78831,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250381_1,XYB-BWSSS12MN1F,7.4,0,1,7.4,2026/1/9,2026/1/9,2026/1/13,,1S
78832,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249301_1,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/1/9,2026/1/9,2026/1/13,,1S
78833,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249291_5,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/1/9,2026/1/9,2026/1/13,,1S
78834,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247471_2,NANS-L1C-G21S1,7.4,0,1,7.4,2026/1/9,2026/1/9,2026/1/13,,1S
78835,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246671_7,XYB-BWSSS12MN1F,7.4,0,1,7.4,2026/1/9,2026/1/9,2026/1/13,,1S
78836,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251152_4,CE-55W09H1N05,14.1,0,1,14.1,2026/1/22,2026/1/22,2026/1/23,,1S
78837,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251152_2,CE-51W09H1N05,3.7,0,1,3.7,2026/1/22,2026/1/22,2026/1/23,,1S
78838,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251111_3,NANS-B1C-G2E21,5.6,0,1,5.6,2026/1/22,2026/1/22,2026/1/23,,1S
78839,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250202_7,CE-K15W25GWM3,13.2,0,1,13.2,2026/1/22,2026/1/22,2026/1/23,,1S
78840,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250191_3,CE-K15W25GWM3,13.2,0,1,13.2,2026/1/22,2026/1/22,2026/1/23,,1S
78841,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247001_5,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/22,2026/1/22,2026/1/23,,1S
78842,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246991_3,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/22,2026/1/22,2026/1/23,,1S
78843,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246951_4,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/22,2026/1/22,2026/1/23,,1S
78844,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250081_1,NANS-B1C-G2E21,5.6,0,1,5.6,2026/1/20,2026/1/20,2026/1/21,,1S
78845,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246981_3,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/20,2026/1/20,2026/1/21,,1S
78846,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246402_3,XYR-BWSS18F*,7.8,0,2,15.6,2026/1/20,2026/1/20,2026/1/21,,1S
78847,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246321_5,CE-550W25CLJB6N,15.7,0,1,15.7,2026/1/22,2026/1/22,2026/1/23,,1S
78848,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246321_3,CE-550W25CLJB6N,15.7,0,1,15.7,2026/1/22,2026/1/22,2026/1/23,,1S
78849,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V240891_2,XYS-BWSSS18K9C2F,8.3,0,1,8.3,2026/1/22,2026/1/22,2026/1/23,,1S
78850,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237841_7,MG-N65SGW09NN,28.9,0,1,28.9,2026/1/22,2026/1/22,2026/1/23,,1S
78851,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237841_5,MG-N65SGW09NN,28.9,0,1,28.9,2026/1/22,2026/1/22,2026/1/23,,1S
78852,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244261_1,XYR-BWSS18K9L6F,7.8,0,1,7.8,2026/1/20,2026/1/20,2026/1/21,,1S
78853,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244251_8,XYS-BWSCS15VYOUF,6.2,0,1,6.2,2026/1/20,2026/1/20,2026/1/21,,1S
78854,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244251_7,XYS-BWSCS15VYOUF,6.2,0,1,6.2,2026/1/20,2026/1/20,2026/1/21,,1S
78855,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244251_3,XYR-BWSS15VYOUF,6.5,0,1,6.5,2026/1/20,2026/1/20,2026/1/21,,1S
78856,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243961_1,XYS-BWSCS15K9L6F,6.2,0,1,6.2,2026/1/20,2026/1/20,2026/1/21,,1S
78857,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241521_4,XYS-BWSSS15VYOUF,7,0,1,7,2026/1/20,2026/1/20,2026/1/21,,1S
78858,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241521_3,XYR-BWSS15VYOUF,6.5,0,1,6.5,2026/1/20,2026/1/20,2026/1/21,,1S
78859,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241492_8,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/20,2026/1/20,2026/1/21,,1S
78860,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241492_7,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/20,2026/1/20,2026/1/21,,1S
78861,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247141_3,XYB-BWSSS18MN1F,11,0,1,11,2026/1/6,2026/1/6,2026/1/7,,1S
78862,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246931_1,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/6,2026/1/6,2026/1/7,,1S
78863,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246921_3,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/6,2026/1/6,2026/1/7,,1S
78864,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244711_1,NAN-S1C-G2391,3.6,0,1,3.6,2026/1/6,2026/1/6,2026/1/7,,1S
78865,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244271_1,MG-220TW05N,5.5,0,1,5.5,2026/1/6,2026/1/6,2026/1/7,,1S
78866,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243881_7,NANS-B1C-G2E21,5.6,0,1,5.6,2026/1/6,2026/1/6,2026/1/7,,1S
78867,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V234211_3,XYS-BBSM126*,8.3,0,2,16.6,2026/1/20,2026/1/20,2026/1/21,,1S
78868,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230181_1,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/20,2026/1/20,2026/1/21,,1S
78869,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V261731_2,NANS-B1C-G2E61,5.6,0,1,5.6,2026/2/3,2026/2/3,2026/2/4,,1S
78870,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V258361_1,WBL-KW1809W-W031,11.1,0,1,11.1,2026/2/3,2026/2/3,2026/2/4,,1S
78871,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243881_2,NAN-S1C-G29G1,3.6,0,1,3.6,2026/1/6,2026/1/6,2026/1/7,,1S
78872,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237821_1,MG-N65SGW09NN,28.9,0,1,28.9,2026/1/6,2026/1/6,2026/1/7,,1S
78873,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237462_2,MGE-N65E23W09NN,21.4,0,1,21.4,2026/1/6,2026/1/6,2026/1/7,,1S
78874,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237401_1,XYB-BWSCS15MN1F,8.6,0,1,8.6,2026/1/6,2026/1/6,2026/1/7,,1S
78875,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V227941_1,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/6,2026/1/6,2026/1/7,,1S
78876,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252562_4,XYB-BWSSS15MG8F,9.2,0,1,9.2,2026/2/3,2026/2/3,2026/2/4,,1S
78877,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252021_5,XYS-BWSCS15K9C2F,6.2,0,1,6.2,2026/2/3,2026/2/3,2026/2/4,,1S
78878,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251121_7,XYB-BWSSS18MN1F,11,0,1,11,2026/2/3,2026/2/3,2026/2/4,,1S
78879,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247502_4,XY-BWSCIXXN1EE,42.1,0,1,42.1,2026/2/3,2026/2/3,2026/2/4,,1S
78880,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246641_3,NTKPP-18120-MT12,4.4,0,1,4.4,2026/2/3,2026/2/3,2026/2/4,,1S
78881,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V258801_5,MGE-55E23W39N3,17.5,0,1,17.5,2026/1/30,2026/1/30,2026/2/2,,1S
78882,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V255802_1,MG-55SGW31N4,29.4,0,1,29.4,2026/1/30,2026/1/30,2026/2/2,,1S
78883,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237832_2,MG-N65SGW09NN,28.9,0,1,28.9,2026/2/3,2026/2/3,2026/2/4,,1S
78884,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V255741_1,NANS-B1C-G2M11,5.6,0,1,5.6,2026/1/30,2026/1/30,2026/2/2,,1S
78885,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V254641_1,CE-11D,3.7,0,1,3.7,2026/1/30,2026/1/30,2026/2/2,,1S
78886,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252012_2,XYR-BWSS21VYOUF,9.1,0,1,9.1,2026/1/30,2026/1/30,2026/2/2,,1S
78887,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250782_7,XYS-BWSSS15K9L6F,7,0,1,7,2026/1/30,2026/1/30,2026/2/2,,1S
78888,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248971_1,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/30,2026/1/30,2026/2/2,,1S
78889,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247491_8,NTKGH-R1412-MT12,21.6,0,1,21.6,2026/1/30,2026/1/30,2026/2/2,,1S
78890,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244691_2,MGE-N65CE23W09N3,21.4,0,1,21.4,2026/1/8,2026/1/8,2026/1/9,,1S
78891,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241401_4,XYG-BWSSPW127MN1,2.7,0,1,2.7,2026/1/8,2026/1/8,2026/1/9,,1S
78892,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241401_2,XY-BWSCOXXN1L6,7,0,1,7,2026/1/8,2026/1/8,2026/1/9,,1S
78893,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V240201_4,CE-175W25CLJB6NN,15.7,0,1,15.7,2026/1/8,2026/1/8,2026/1/9,,1S
78894,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V240201_3,CE-175W25CLJB6NN,15.7,0,1,15.7,2026/1/8,2026/1/8,2026/1/9,,1S
78895,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V239512_3,MG-55SBW31N4,28.4,0,1,28.4,2026/1/8,2026/1/8,2026/1/9,,1S
78896,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V238331_1,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/8,2026/1/8,2026/1/9,,1S
78897,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247062_6,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/5,2026/1/5,2026/1/6,,1S
78898,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247062_2,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/5,2026/1/5,2026/1/6,,1S
78899,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246941_5,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/5,2026/1/5,2026/1/6,,1S
78900,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243612_8,NT-S12W11N,4.7,0,1,4.7,2026/1/5,2026/1/5,2026/1/6,,1S
78901,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247491_5,NTKGH-R1412-MT12,21.6,0,1,21.6,2026/1/30,2026/1/30,2026/2/2,,1S
78902,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230321_3,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/30,2026/1/30,2026/2/2,,1S
78903,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230312_9,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/30,2026/1/30,2026/2/2,,1S
78904,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230312_4,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/30,2026/1/30,2026/2/2,,1S
78905,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230312_2,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/30,2026/1/30,2026/2/2,,1S
78906,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230312_1,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/30,2026/1/30,2026/2/2,,1S
78907,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230261_5,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/30,2026/1/30,2026/2/2,,1S
78908,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228742_9,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/30,2026/1/30,2026/2/2,,1S
78909,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209441_5,XYS-BWSSS18K9C2F,8.3,0,1,8.3,2026/1/8,2026/1/8,2026/1/9,,1S
78910,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243582_1,MG-220TW05N,5.5,0,1,5.5,2026/1/5,2026/1/5,2026/1/6,,1S
78911,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241391_7,NAN-S1C-G2Q61,3.6,0,1,3.6,2026/1/5,2026/1/5,2026/1/6,,1S
78912,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241391_2,NAN-S1C-G2Q61,3.6,0,1,3.6,2026/1/5,2026/1/5,2026/1/6,,1S
78913,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241391_1,NAN-S1C-G2Q61,3.6,0,1,3.6,2026/1/5,2026/1/5,2026/1/6,,1S
78914,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V240571_2,CE-55W05H1NB6,14.1,0,1,14.1,2026/1/5,2026/1/5,2026/1/6,,1S
78915,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V239422_1,CE-550W25CLJB6N,15.7,0,1,15.7,2026/1/5,2026/1/5,2026/1/6,,1S
78916,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237471_2,MGT-N65D1885W09NN,6.6,0,1,6.6,2026/1/5,2026/1/5,2026/1/6,,1S
78917,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237411_3,CE-K15W23GWE5,13.2,0,1,13.2,2026/1/5,2026/1/5,2026/1/6,,1S
78918,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206882_6,MG-N65LKW09NN,19.6,0,1,19.6,2026/1/8,2026/1/8,2026/1/9,,1S
78919,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206371_8,MVR-7M-W09LJB61,12.4,0,1,12.4,2026/1/8,2026/1/8,2026/1/9,,1S
78920,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252671_1,MG-N65LKW03NN,19.6,0,1,19.6,2026/1/26,2026/1/26,2026/1/27,,1S
78921,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252541_5,NTKPP-18120-MV52,4.4,0,1,4.4,2026/1/26,2026/1/26,2026/1/27,,1S
78922,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246651_1,XY-BWSCIXX*,42.1,0,2,84.2,2026/1/26,2026/1/26,2026/1/27,,1S
78923,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V242691_4,NTKGH-R1412-MT12,21.6,0,1,21.6,2026/1/26,2026/1/26,2026/1/27,,1S
78924,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230261_3,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/26,2026/1/26,2026/1/27,,1S
78925,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230252_8,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/26,2026/1/26,2026/1/27,,1S
78926,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230252_4,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/26,2026/1/26,2026/1/27,,1S
